,preprocessed_text
3816,people western country like save money house good car prefer rent drive shit
3817,considered racist think white people generally attractive non white people
3818,syria iraq iran non muslim country still conflict
3819,jesus stop alaska tsunami
3820,conservative dumb
3821,sagarika goshe muslim always criticizing hinduism shut mouth
3822,woman belong kitchen
3823,judaic view jew appointment friend saturday shabbat go cinema prescribed judaism jew break promise break adherence shabbat going cinema
3824,people realize judged religion cause harm others
3825,become welfare champion
3826,realize college university brainwashing liberal idea
3827,observant jew believe non jew dog e g mark ancient world
3828,white people disturbed presence dog cat color
3829,mr trump welcome mr macron america america continent country
3830,exactly many woman donald trump schtooped
3831,people west bengal happy without bjp make state happy perfect dirty bad culture like bad
3832,ever trust true believer anything predictability emotional selfishness
3833,indian girl like swallow spit
3834,quorans cant see bjp failure like cbse paper leak communal riot bihar west bengal rather talking achievement
3835,people constantly trying break street date video game seem incredibly selfish childish
3836,jew average spatial iq
3837,american trade canada australia northern neighbor possible
3838,india raaping capital world
3839,fuck woman get high
3840,find death jfk humorous narrative elected official
3841,care jew
3842,wmaf best interest poison humiliate cripple castrate youth
3843,hillary weigh bill clinton
3844,liberal detest conservative judge
3845,former u president obama claim western country feed chinese dog cow feces western country allow china developed u
3846,muslim men india use hindu woman sex
3847,find annoying popular quorans answer question act sassy rather solve actual query asker
3848,blame rise immoral attitude world government religious leader
3849,part yugoslavia play greek child stolen communist greece
3850,better read book back front front back
3851,possible lot white american guy jealous kim kardashian black guy
3852,malay singaporean humble nicer compared chinese indian
3853,quora text editor suck bad spend much time correcting autocorrect answering question
3854,modi stay without power even second tasting pm post fooling people tampered evm
3855,seeing many misogynistic young indian men quora feed many upvotes woman bashing content
3856,scientific community tend vicious encourage people believe science believe scientist say
3857,swimming african american life guard course instructor said african american high risk drowning
3858,many mean people mexico
3859,birthday cake cutting ceremony associated religion islam permit u cut cake birthday
3860,military member quora share many anecdote question really prompt realize care
3861,liberal democrat upset plight child illegal alien time thousand unborn child american murdered abortion
3862,feminist allowed make generalization male population opposite sexist
3863,make conscious decision liberal left wing sjw sense morality
3864,okay fat girl wear shoulder shirt
3865,dig vijay singh boot licker muslim
3866,since felon protected class incentive kill many non felon possible denied work housing opportunity
3867,march obama stated national tv young american right covered health insurance lie national tv
3868,indian take shower seeing water dirty
3869,gay men sexualize dad son relationship even fantasize sex abuse experienced child healthy behavior
